epoch,train_loss,train_acc_top1,train_acc_top5,val_loss,val_acc_top1,val_acc_top5,loss_ratio,val_f1,grad_norm,lr_head,time_sec,gpu_mem_used,gpu_mem_total,gpu_util,val_p@1,val_r@1,val_p@5,val_r@5,val_p@10,val_r@10,train_p@1,train_r@1,train_p@5,train_r@5,train_p@10,train_r@10
103,0.612974,86.1412,97.4813,1.749173,64.3724,84.2151,2.8536,0.5973,5.0,0.05543261,177.45,7785,16311,99,13.3482,6.8886,5.782,12.0258,3.7501,14.253,,,,,,
104,0.600471,86.5869,97.5868,2.344127,55.4509,77.0119,3.9038,0.5124,5.0,0.05465896,177.39,7785,16311,99,12.8822,6.7093,5.4713,11.4137,3.5463,13.5505,,,,,,
105,0.587119,86.9752,97.6946,2.204035,56.7712,78.1478,3.754,0.5146,5.0,0.05388419,262.16,7785,16311,99,12.8822,6.7781,5.6499,11.745,3.6812,14.0312,49.7819,12.848,26.122,28.74,17.1357,34.7997
106,0.569012,87.5719,97.7377,2.102629,59.4894,79.5651,3.6952,0.5469,5.0,0.05310848,177.42,7785,16311,99,12.9793,6.6739,5.6616,11.8495,3.6375,14.008,,,,,,
107,0.560947,87.6869,97.7785,1.422228,69.2554,88.3118,2.5354,0.6441,5.0,0.05233202,177.38,7785,16311,99,14.7656,7.8138,6.5974,13.735,4.2821,16.3189,,,,,,
108,0.549567,87.9074,97.9007,1.415083,70.6242,88.5545,2.5749,0.6585,5.0,0.05155499,177.38,7785,16311,100,15.1733,7.9524,6.5411,13.6884,4.2763,16.2244,,,,,,
109,0.531591,88.437,97.9726,1.932064,61.8289,82.0503,3.6345,0.5716,5.0,0.05077759,177.42,7785,16311,100,13.5715,7.2305,5.7315,12.1269,3.7181,14.3957,,,,,,
110,0.520634,88.7438,98.0613,2.229043,56.9459,78.9729,4.2814,0.5335,5.0,0.05,262.15,7785,16311,99,13.2706,6.8813,5.7334,12.0209,3.7161,14.2934,58.0809,15.0467,31.3991,34.0823,20.711,41.101
111,0.505203,89.0961,98.2002,1.637492,66.809,85.8557,3.2413,0.6182,5.0,0.04922241,177.4,7785,16311,100,14.1248,7.4949,5.9392,12.5646,3.8278,14.8853,,,,,,
112,0.492676,89.3836,98.2362,2.143923,59.3438,79.1865,4.3516,0.5493,5.0,0.04844501,177.41,7785,16311,99,12.5425,6.5447,5.1587,11.0604,3.2744,13.08,,,,,,
113,0.488615,89.6089,98.2314,1.467839,68.9642,87.8264,3.0041,0.6423,5.0,0.04766798,177.4,7785,16311,99,14.3384,7.4742,6.1334,12.8248,3.9821,15.2388,,,,,,
